iter	Logloss
171	0.1314127967
172	0.1313347112
173	0.1310097404
174	0.1309052312
175	0.1306150925
176	0.1305419015
177	0.1304770366
178	0.1303698013
179	0.130034898
180	0.1299639255
181	0.1297688047
182	0.1296821615
183	0.1295227092
184	0.1294228774
185	0.1290086453
186	0.1289387336
187	0.128700976
188	0.128658676
189	0.1285828178
190	0.1283189231
191	0.1280035916
192	0.1278608792
193	0.1276989108
194	0.1276407569
195	0.1275970201
196	0.1273968488
197	0.1273423533
198	0.1272731115
199	0.1272028414
200	0.127111634
201	0.1269088262
202	0.1265655809
203	0.1265326206
204	0.1264405608
205	0.1260876681
206	0.1259014133
207	0.1258558873
208	0.1258151928
209	0.1257621213
210	0.1256819164
211	0.1256210362
212	0.1255263905
213	0.1254763881
214	0.1254035609
215	0.125175106
216	0.1250815962
217	0.1250222216
218	0.124925383
219	0.1248584218
220	0.1248153169
221	0.1247556501
222	0.1247146625
223	0.1246308513
224	0.1245758047
225	0.1244203113
226	0.1243516151
227	0.124224632
228	0.1239535727
229	0.123817983
230	0.1237420749
231	0.1236563832
232	0.1235968978
233	0.1235296804
234	0.1232282151
235	0.1230075157
236	0.1229330506
237	0.1226995496
238	0.1225922561
239	0.1225485491
240	0.1224874464
241	0.1223590857
242	0.1223175266
243	0.1221041144
244	0.1220760696
245	0.1219969956
246	0.1219507929
247	0.1218869392
248	0.1218396982
249	0.1217732397
250	0.1217506348
251	0.1217103272
252	0.1216434886
253	0.121560755
254	0.121527367
255	0.1214431414
256	0.1212306547
257	0.1211799709
258	0.1211440262
259	0.1210525695
260	0.1210305795
261	0.1207782511
262	0.1207182498
263	0.120652728
264	0.1204783867
265	0.1204002938
266	0.1203233699
267	0.1202549968
268	0.1201989429
269	0.120138316
270	0.1200713818
271	0.1200423144
272	0.1199864341
273	0.1199604421
274	0.1198896601
275	0.1198525561
276	0.1198059874
277	0.119754096
278	0.1196298553
279	0.1195933443
280	0.1195272438
281	0.1193294111
282	0.1192899504
283	0.1192471417
284	0.1192028975
285	0.1191538372
286	0.1190959199
287	0.1190011232
288	0.1189429644
289	0.1188394379
290	0.1187838831
291	0.1187295676
292	0.1187117497
293	0.1186865711
294	0.118643213
295	0.1185877191
296	0.1185445816
297	0.1184734103
298	0.1184194202
299	0.1183716718
300	0.118336931
301	0.118157188
302	0.1180967239
303	0.1180575192
304	0.1179974972
305	0.1179325922
306	0.1179128947
307	0.1178570593
308	0.1176334961
309	0.1175815964
310	0.1174879165
311	0.1174349139
312	0.1174185824
313	0.1173000679
314	0.1172453172
315	0.1172019389
316	0.1171250567
317	0.1170176344
318	0.1169307495
319	0.1168493269
320	0.1167057441
321	0.1166607201
322	0.116618934
323	0.116572071
324	0.1165293576
325	0.116468465
326	0.1164272542
327	0.1163243992
328	0.1162769055
329	0.1162086857
330	0.1161615706
331	0.1161360645
332	0.1160815618
333	0.1160553956
334	0.1159678826
335	0.1159180853
336	0.1158649757
337	0.1158158472
338	0.1157703515
339	0.1157482461
340	0.1157009062
341	0.1156684774
342	0.1155237176
343	0.1154559867
344	0.1154274734
345	0.1153665532
346	0.1152874918
347	0.1152039564
348	0.1151493806
349	0.1151221285
350	0.114952902
351	0.1149057241
352	0.1148646362
353	0.1147997735
354	0.1147543908
355	0.1147324139
356	0.1147051473
357	0.1146821548
358	0.1146488135
359	0.1146046144
360	0.1145794789
361	0.1145607701
362	0.1145172188
363	0.1144919933
364	0.1144551887
365	0.1144386437
366	0.1144149957
367	0.114327026
368	0.1142887044
369	0.1142369553
370	0.1141796705
371	0.1140271522
372	0.1139849774
373	0.1139430542
374	0.1139001761
375	0.113841952
376	0.1137800808
377	0.1137301668
378	0.113685183
379	0.1136556363
380	0.113530278
381	0.1134958751
382	0.1134543037
383	0.1132958119
384	0.1132556119
385	0.1132180348
386	0.1131921185
387	0.1131556942
388	0.1131153052
389	0.1130581975
390	0.11301609
391	0.1129589211
392	0.1129143579
393	0.1128089076
394	0.1127754389
395	0.1127406192
396	0.1126939614
397	0.1126594682
398	0.1125930684
399	0.11254603
400	0.1124910517
401	0.1124508762
402	0.1123917699
403	0.1123279627
404	0.1122878728
405	0.1122449266
406	0.112211545
407	0.1121548111
408	0.1120718434
409	0.1120338475
410	0.1120071942
411	0.1119859036
412	0.1119525831
413	0.1119278128
414	0.1118770961
415	0.1117970719
416	0.1117509575
417	0.1116848513
418	0.111640651
419	0.1116241124
420	0.1115927473
421	0.1115432175
422	0.1115234829
423	0.1114492072
424	0.1114181097
425	0.1113818124
426	0.1113044565
427	0.1112643586
428	0.111225907
429	0.111199108
430	0.1111534614
431	0.1111167774
432	0.1110679463
433	0.1110375469
434	0.1110021193
435	0.1109344555
436	0.1108945964
437	0.1108059079
438	0.1107598259
439	0.11072619
440	0.1106900182
441	0.1106548524
442	0.1106260098
443	0.1105887992
444	0.1105476592
445	0.1104898355
446	0.1104665173
447	0.1104412593
448	0.1104050454
449	0.1103424958
450	0.110264821
451	0.1102353945
452	0.1101951288
453	0.1101680437
454	0.1101358996
455	0.1101122711
456	0.1100777647
457	0.1100480267
458	0.1099773426
459	0.10994528
460	0.1098356111
461	0.1098048869
462	0.1097890797
463	0.1097528801
464	0.1097223608
465	0.1096996202
466	0.1096761138
467	0.1096424677
468	0.1095797117
469	0.109551964
470	0.1095125862
471	0.1094249387
472	0.1093944086
473	0.109360334
474	0.1093258732
475	0.1092861589
476	0.1091713675
477	0.1090568526
478	0.108943176
479	0.1089036297
480	0.1088579093
481	0.1088160407
482	0.1087768975
483	0.108758799
484	0.1087302807
485	0.1086837629
486	0.108646631
487	0.1086275405
488	0.1085904673
489	0.108554976
490	0.1085088213
491	0.1084470635
492	0.1084110329
493	0.1083754064
494	0.1083581587
495	0.1083323065
496	0.1082958742
497	0.1082316408
498	0.1082043034
499	0.1081674981
500	0.1081323937
501	0.1081035368
502	0.1080405498
503	0.1080031332
504	0.1079117313
505	0.1078835456
506	0.1078430018
507	0.1077910458
508	0.1077664625
509	0.1077418474
510	0.1077057426
511	0.1076931671
512	0.1076659382
513	0.107647256
514	0.107610649
515	0.1075812327
516	0.1075468172
517	0.1075054937
518	0.1074727576
519	0.1074227676
520	0.1073935565
521	0.1073709636
522	0.1073363142
523	0.107292345
524	0.107264265
525	0.1072315891
526	0.1071689374
527	0.1071373128
528	0.107116333
529	0.1070698974
530	0.1070455891
531	0.1070133151
532	0.1069850947
533	0.1069633874
534	0.1069539772
535	0.106913214
536	0.1068330063
537	0.1067552836
538	0.1067351168
539	0.1067077141
540	0.1066782306
541	0.1066539593
542	0.1066165765
543	0.1065846951
544	0.1065598684
545	0.1065403461
546	0.1065151717
547	0.1064908791
548	0.106438575
549	0.1063906595
550	0.1063511358
551	0.1063097156
552	0.1062784348
553	0.106251789
554	0.1062037807
555	0.1061763592
556	0.1061545928
557	0.1061072167
558	0.1060761395
559	0.106061475
560	0.1060241306
561	0.1060009908
562	0.1059575368
563	0.1059405381
564	0.1059044787
565	0.1058679519
566	0.1058347291
567	0.1058108813
568	0.1057552102
569	0.1057219987
570	0.105694248
571	0.1056649143
572	0.1056102893
573	0.105585483
574	0.1055476083
575	0.10551546
576	0.1054900262
577	0.1054540238
578	0.1054141597
579	0.1053846767
580	0.1053463829
581	0.1053137794
582	0.1052932454
583	0.1052692871
584	0.1052411296
585	0.1051790408
586	0.1051316759
587	0.1050881125
588	0.1050380602
589	0.1050135834
590	0.1050077082
591	0.1049870094
592	0.1049558694
593	0.1049248376
594	0.1048994851
595	0.1048756222
596	0.1048257381
597	0.104784957
598	0.104760932
599	0.1047349484
600	0.1047065444
601	0.1046710618
602	0.1046418603
603	0.1046046314
604	0.1045813405
605	0.1045669056
606	0.1045379353
607	0.1045001471
608	0.1044661223
609	0.1044221158
610	0.1043857813
611	0.1043786186
612	0.1043520837
613	0.1043158984
614	0.1042986697
615	0.1042735218
616	0.1042455865
617	0.1042311626
618	0.1042084815
619	0.1041738158
620	0.1041416563
621	0.1041102015
622	0.1040427936
623	0.1040273084
624	0.1040092729
625	0.1039784876
626	0.1039544727
627	0.1039339597
628	0.1038974502
629	0.1038741093
630	0.1038476453
631	0.1038190882
632	0.1037409354
633	0.1037156418
634	0.1036234214
635	0.1035764201
636	0.1035491102
637	0.1035184769
638	0.1034983984
639	0.1034629031
640	0.1034233696
641	0.1033794737
642	0.1033318301
643	0.1033060558
644	0.1032300978
645	0.1031967084
646	0.103172518
647	0.1031487246
648	0.1031240522
649	0.1031053495
650	0.1030699338
651	0.1030519116
652	0.1030168182
653	0.1029861099
654	0.1029648836
655	0.1029466019
656	0.102913094
657	0.1028815112
658	0.1028528063
659	0.102839183
660	0.1028067745
661	0.1027701314
662	0.1027449955
663	0.1027256266
664	0.102685016
665	0.1026579997
666	0.102631697
667	0.1026125258
668	0.1025791253
669	0.1025495104
670	0.1025332657
671	0.1024927101
672	0.1024723688
673	0.1024306495
674	0.1024125958
675	0.1023874007
676	0.1023716976
677	0.1023397294
678	0.1023193189
679	0.1022834158
680	0.10226323
681	0.1022401444
682	0.1022069853
683	0.1021822313
684	0.1021490239
685	0.1021121207
686	0.102088432
687	0.1020436696
688	0.1020134406
689	0.1019748905
690	0.1019495158
691	0.1018899736
692	0.1018597179
693	0.1018224741
694	0.1017970037
695	0.1017269338
696	0.1016403874
697	0.1016239201
698	0.1015964121
699	0.1015683986
700	0.1015331542
701	0.1015129515
702	0.1014885784
703	0.1014636229
704	0.101440319
705	0.1014210898
706	0.1014047275
707	0.1013738682
708	0.1013493248
709	0.1013164044
710	0.1013000348
711	0.1012827059
712	0.1011961338
713	0.1011717066
714	0.1011387301
715	0.1011188899
716	0.1010911634
717	0.101063892
718	0.1010261624
719	0.1010010137
720	0.1009842255
721	0.1009605778
722	0.1009222869
723	0.1009020403
724	0.1008889622
725	0.1008191421
726	0.100783298
727	0.1007318578
728	0.100693393
729	0.1006732095
730	0.100652087
731	0.1006244879
732	0.1005973219
733	0.1005678095
734	0.1005250984
735	0.100482315
736	0.1004634878
737	0.1004448934
738	0.1004091254
739	0.1003889086
740	0.1003686591
741	0.1003066116
742	0.1002892949
743	0.1002761776
744	0.1002570307
745	0.1002191245
746	0.1001993251
747	0.100177362
748	0.1001530516
749	0.1001399189
750	0.1001185488
751	0.1000865299
752	0.1000416906
753	0.1000158457
754	0.09999722704
755	0.09996108577
756	0.09993913025
757	0.09989164266
758	0.09986075632
759	0.09983685479
760	0.09981174584
761	0.0997857256
762	0.0997653624
763	0.0997344048
764	0.09971642721
765	0.09969005204
766	0.09966012184
767	0.09962809866
768	0.09960314307
769	0.09957687333
770	0.09955409408
771	0.09953000438
772	0.09948617134
773	0.09945730163
774	0.09943948007
775	0.099415694
776	0.09939255047
777	0.09936719359
778	0.09933179067
779	0.09930218934
780	0.09928108872
781	0.09926972476
782	0.09923790151
783	0.0992073025
784	0.09919237761
785	0.0991629909
786	0.09914349887
787	0.09912653155
788	0.09909841221
789	0.09906789263
790	0.09902539689
791	0.09899962697
792	0.0989737049
793	0.09895897508
794	0.09892362396
795	0.09890665337
796	0.09888565643
797	0.09886995288
798	0.09883893885
799	0.09881759084
800	0.09878946125
801	0.09875953641
802	0.09875115675
803	0.09872059332
804	0.09869961497
805	0.09865544686
806	0.09864793915
807	0.09862278739
808	0.09858825722
809	0.0985669851
810	0.09854766011
811	0.09851385813
812	0.09849519502
813	0.09848670719
814	0.09845532999
815	0.0984429664
816	0.09840889646
817	0.09837598679
818	0.09834801834
819	0.09833805736
820	0.0983182809
821	0.098300831
822	0.09825534141
823	0.09823590307
824	0.09818876489
825	0.09816617917
826	0.09815692682
827	0.09812688991
828	0.0981138534
829	0.09808701678
830	0.0980565743
831	0.09802063801
832	0.09799916585
833	0.09797735901
834	0.09794866049
835	0.09791666252
836	0.09788884757
837	0.09785324725
838	0.09782825596
839	0.09780805937
840	0.09779431271
841	0.09772428931
842	0.09770072573
843	0.09767583044
844	0.09764975483
845	0.09761980732
846	0.09759192757
847	0.09757315382
848	0.09755360381
849	0.09750731344
850	0.09748348837
851	0.09746200298
852	0.09744190364
853	0.09741828021
854	0.09740104299
855	0.09738711609
856	0.09737041358
857	0.09734531107
858	0.09732466929
859	0.09729418842
860	0.09727368793
861	0.09725540792
862	0.09724809635
863	0.09721679675
864	0.09720276987
865	0.09718055907
866	0.09715290678
867	0.09713330611
868	0.09711276046
869	0.09709394994
870	0.09706183801
871	0.09703549492
872	0.09701649316
873	0.09700425918
874	0.0969866226
875	0.09695664905
876	0.09693496934
877	0.096922668
878	0.09689782115
879	0.09687013401
880	0.09685863377
881	0.09683739784
882	0.09680633656
883	0.09678028185
884	0.09676608954
885	0.09674278361
886	0.09669129521
887	0.0966705789
888	0.09664021458
889	0.09660922878
890	0.09656963859
891	0.09654628499
892	0.09652912221
893	0.09649723408
894	0.09647982282
895	0.09645684351
896	0.09644213455
897	0.09642634854
898	0.09640771333
899	0.09638923137
900	0.09636762755
901	0.09635104228
902	0.09631471371
903	0.09629154568
904	0.0962800509
905	0.09627326752
906	0.09625438479
907	0.09622598145
908	0.09619968229
909	0.09617932529
910	0.09616054888
911	0.09614011172
912	0.09611679118
913	0.09609298021
914	0.09607103674
915	0.09604645882
916	0.0960246202
917	0.09598941939
918	0.09597015063
919	0.09594928768
920	0.0959313628
921	0.09591804748
922	0.09588591945
923	0.09587061957
924	0.09584146383
925	0.0958216986
926	0.09578666608
927	0.09575960452
928	0.09574829199
929	0.09572344854
930	0.09569913631
931	0.09566757869
932	0.09564320957
933	0.09562080966
934	0.09559278162
935	0.09557163642
936	0.09554225489
937	0.0954930647
938	0.09547143123
939	0.09544589332
940	0.09543806509
941	0.09540697903
942	0.09538871353
943	0.09536970099
944	0.09536221442
945	0.09533371867
946	0.09532179396
947	0.09530150949
948	0.09528268792
949	0.09526356119
950	0.09519430538
951	0.09517372649
952	0.09513923369
953	0.09508240202
954	0.09506618311
955	0.09503976377
956	0.09501205119
957	0.09499075696
958	0.0949605944
959	0.09493977231
960	0.09491973323
961	0.09489591554
962	0.09487766392
963	0.09486640048
964	0.09484031238
965	0.09479688351
966	0.09477537229
967	0.09474953056
968	0.09472134249
969	0.0947058989
970	0.09468213448
971	0.09466366854
972	0.09464291451
973	0.09462047556
974	0.09458053225
975	0.09456018621
976	0.0945427351
977	0.09451600613
978	0.094503772
979	0.09448367989
980	0.09444840783
981	0.09442609293
982	0.09440788049
983	0.09438821937
984	0.09435476938
985	0.09433572885
986	0.09430030597
987	0.09427083848
988	0.09424349217
989	0.09422901076
990	0.09421839379
991	0.09419523069
992	0.09417650681
993	0.09416493102
994	0.09415179821
995	0.09412813138
996	0.09409787405
997	0.09407464047
998	0.09405027752
999	0.09403162829
